monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1SCCCC1C,RER,10.1021/acs.jpca.3c05870,gas,,,O=C(C(C)CCC[*])S[*],298.15,3.0,5.156719567
O=C1SCCCC1C,RER,10.1021/acs.jpca.3c05870,gas,,,O=C(C(C)CCC[*])S[*],298.15,4.0,3.412125761
