monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1CCCO1,MIR,10.1021/jo702567v,gas,,CO,,298.15,3.0,-40.1664
O=C1CCCO1,MIR,10.1021/jo702567v,gas,,CO,,298.15,4.0,-35.1456
