monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1SCCSC1C2=CC=CC=C2,RER,10.1021/acs.jpca.3c05870,gas,,,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,298.15,3.0,6.488528096
O=C1SCCSC1C2=CC=CC=C2,RER,10.1021/acs.jpca.3c05870,gas,,,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,298.15,5.0,3.31476191
