monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1CCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCC([*])=O,298.15,3.0,-61.38751255
O=C1CCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCC([*])=O,298.15,4.0,-67.41640473
O=C1CCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCC([*])=O,298.15,5.0,-70.03088211
O=C1CCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCC([*])=O,298.15,6.0,-70.97096181
