monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
CC1CCCC(=O)O1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OC(C)CCCC([*])=O,298.15,3.0,-14.03490709
CC1CCCC(=O)O1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OC(C)CCCC([*])=O,298.15,4.0,-13.04904261
CC1CCCC(=O)O1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OC(C)CCCC([*])=O,298.15,5.0,-16.31028882
CC1CCCC(=O)O1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OC(C)CCCC([*])=O,298.15,6.0,-14.40586034
