monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
S=C1SCCSC1C,RER,10.1021/acs.jpca.3c05870,gas,,,[*]C(C(C)SCCS[*])=S,298.15,3.0,2.757849699
S=C1SCCSC1C,RER,10.1021/acs.jpca.3c05870,gas,,,[*]C(C(C)SCCS[*])=S,298.15,5.0,1.6094
