monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1CCCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCCC([*])=O,298.15,3.0,-23.31413785
O=C1CCCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCCC([*])=O,298.15,4.0,-23.81459703
O=C1CCCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCCC([*])=O,298.15,5.0,-15.81772788
O=C1CCCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCCC([*])=O,298.15,6.0,-12.84841687
