monomer_smiles,polymerisation_type,is_experimental,polymer_smiles,repeating_units,initiator_smiles,solvent,solvent_model,monomer_state,polymer_state,temperature,pressure,method,delta_h,delta_s,ceiling_temperature,delta_g,date,doi,url,comp_functional,comp_basis_set,comp_dispersion,comp_forcefield,comment,initial_monomer_conc,bulk_monomer_conc,dispersity,degree_of_polymerisation,number_average_molar_mass,mass_average_molar_mass
CCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-7.670817671,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-5.588192456,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-0.0676,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCCCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCCCC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-22.28829159,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C=C1CCOC1=O,RER,FALSE,[*]OCCC(=C)C([*])=O,5.00,,,,,,298.15,,dft,-7.431898595,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1=CCCC1,RER,FALSE,[*]CC=CCC[*],5.00,,,,,,298.15,,dft,-2.60180517,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1SCCC(C)C1,RER,FALSE,[*]C(CC(C)CCS[*])=O,5.00,,,,,,298.15,,dft,16.43839939,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1SCCC(C)(C)C1,RER,FALSE,[*]C(CC(C)(C)CCS[*])=O,5.00,,,,,,298.15,,dft,8.952490205,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1(C)COC(=O)OC1,RER,FALSE,[*]CC(C)(C)COC(=O)O[*],5.00,,,,,,298.15,,dft,-10.98929443,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCC1(CC)COC(=O)OC1,RER,FALSE,[*]CC(CC)(CC)COC(=O)O[*],5.00,,,,,,298.15,,dft,-6.5224068,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(C)(COC(=O)O[*])c1ccccc1,5.00,,,,,,298.15,,dft,-18.69021919,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(CC)(COC(=O)O[*])c1ccccc1,5.00,,,,,,298.15,,dft,-3.105008474,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,5.00,,,,,,298.15,,dft,3.31476191,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,5.00,,,,,,298.15,,dft,2.903066955,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCSC1C,RER,FALSE,[*]C(C(C)SCCS[*])=S,5.00,,,,,,298.15,,dft,1.6094,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCSC1(C)C,RER,FALSE,[*]C(C(C)(C)SCCS[*])=S,5.00,,,,,,298.15,,dft,5.188852776,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C(C(C)(C)S1)SC(C)(C)C1=S,RER,FALSE,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,5.00,,,,,,298.15,,dft,37.54123923,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCCO1,RER,FALSE,S=C([*])OCCCS[*],5.00,,,,,,298.15,,dft,-11.04212546,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1OCCCO1,RER,FALSE,S=C([*])OCCCO[*],5.00,,,,,,298.15,,dft,-14.87998212,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,5.00,,,,,,298.15,,dft,-17.75992314,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,5.00,,,,,,298.15,,dft,-13.68087917,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,5.00,,,,,,298.15,,dft,-3.053426002,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],5.00,,,,,,298.15,,dft,-10.3274801,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],5.00,,,,,,298.15,,dft,-8.152456445,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],5.00,,,,,,298.15,,dft,-5.21061738,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCC(C(C)C)OC(=O)C1,RER,FALSE,[*]OC(CCC(C)CC([*])=O)C(C)C,6.00,,,,,,298.15,,dft,4.540847171,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCOC(=O)C1,RER,FALSE,[*]OCCC(C)CC([*])=O,6.00,,,,,,298.15,,dft,-1.982656629,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCCC(=O)O1,RER,FALSE,[*]OC(C)CCCC([*])=O,6.00,,,,,,298.15,,dft,-14.40586034,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-6.288428231,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCO1,RER,FALSE,[*]OCCCCC([*])=O,6.00,,,,,,298.15,,dft,-12.84841687,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCCN1,RER,FALSE,[*]NCCCCCC([*])=O,6.00,,,,,,298.15,,dft,-19.18464135,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCCCN1,RER,FALSE,[*]NCCCCCCC([*])=O,6.00,,,,,,298.15,,dft,-12.85395421,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCCCCN1,RER,FALSE,[*]NCCCCCCCC([*])=O,6.00,,,,,,298.15,,dft,-26.13836047,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCCCCCCCCN1,RER,FALSE,[*]NCCCCCCCCCCCC([*])=O,6.00,,,,,,298.15,,dft,-7.351936979,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CC1,RER,FALSE,[*]CCC[*],6.00,,,,,,298.15,,dft,-88.76884186,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CO1,RER,FALSE,[*]CCO[*],6.00,,,,,,298.15,,dft,-87.92363497,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CCC1,RER,FALSE,[*]CCCC[*],6.00,,,,,,298.15,,dft,-85.23316677,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCO1,RER,FALSE,[*]OCCC([*])=O,6.00,,,,,,298.15,,dft,-70.97096181,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CCCC1,RER,FALSE,[*]CCCCC[*],6.00,,,,,,298.15,,dft,-9.683952182,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1SCCCC1,RER,FALSE,S=C([*])CCCCS[*],6.00,,,,,,298.15,,dft,-2.924421561,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1OCCCC1,RER,FALSE,S=C([*])CCCCO[*],6.00,,,,,,298.15,,dft,-15.43978118,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1OCCCO1,RER,FALSE,O=C([*])OCCCO[*],6.00,,,,,,298.15,,dft,-22.76343995,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,O=C([*])OCCCN[*],6.00,,,,,,298.15,,dft,-16.95073881,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1OCCSC1,RER,FALSE,O=C([*])CSCCO[*],6.00,,,,,,298.15,,dft,-7.931385457,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1SCCSC1,RER,FALSE,S=C([*])CSCCS[*],6.00,,,,,,298.15,,dft,3.894224371,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1SCCCC1(C)C,RER,FALSE,O=C([*])C(C)(C)CCCS[*],6.00,,,,,,298.15,,dft,-2.77,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1SCCSC1,RER,FALSE,O=C([*])CSCCS[*],6.00,,,,,,298.15,,dft,-1.308581357,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CCCCS1,RER,FALSE,[*]CCCCC(=O)S[*],6.00,,,,,,298.15,,dft,5.38139467,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,[*]OCCCNC([*])=O,6.00,,,,,,298.15,,dft,-13.64087459,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CCCCC1,RER,FALSE,[*]CCCCCC[*],6.00,,,,,,298.15,,dft,10.66282005,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CCCCCC1,RER,FALSE,[*]CCCCCCC[*],6.00,,,,,,298.15,,dft,-11.62848801,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1CCCCCCC1,RER,FALSE,[*]CCCCCCCC[*],6.00,,,,,,298.15,,dft,-22.18322819,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCOC1,RER,FALSE,[*]OCC(C)CC[*],6.00,,,,,,298.15,,dft,4.6463,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CC1,RER,FALSE,[*]CC(C)C[*],6.00,,,,,,298.15,,dft,-75.04097115,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCCC1,RER,FALSE,[*]CCCC(C)C[*],6.00,,,,,,298.15,,dft,0.148490862,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCCCC1,RER,FALSE,[*]CC(C)CCCC[*],6.00,,,,,,298.15,,dft,16.43571287,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1(C)CC1,RER,FALSE,[*]CC(C)(C)C[*],6.00,,,,,,298.15,,dft,-64.8374,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1(C)CCCC1,RER,FALSE,[*]CC(C)(C)CCC[*],6.00,,,,,,298.15,,dft,7.912484867,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1(C)CCCCC1,RER,FALSE,[*]CC(C)(CCCC[*])C,6.00,,,,,,298.15,,dft,28.56173798,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1CCCCCO1,RER,FALSE,[*]CCCCCC(=S)O[*],6.00,,,,,,298.15,,dft,-5.972706599,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1CCCOC1=O,RER,FALSE,[*]OCCCC(C)C([*])=O,6.00,,,,,,298.15,,dft,-18.44398124,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCC1CCCC(=O)O1,RER,FALSE,[*]OC(CC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-5.354062626,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-1.615599348,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-10.69866635,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-0.09238,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCCCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCCCC)CCCC([*])=O,6.00,,,,,,298.15,,dft,-16.09295995,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C=C1CCOC1=O,RER,FALSE,[*]OCCC(=C)C([*])=O,6.00,,,,,,298.15,,dft,-6.468975756,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C1=CCCC1,RER,FALSE,[*]CC=CCC[*],6.00,,,,,,298.15,,dft,-6.270675652,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1SCCC(C)C1,RER,FALSE,[*]C(CC(C)CCS[*])=O,6.00,,,,,,298.15,,dft,7.889116163,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1SCCC(C)(C)C1,RER,FALSE,[*]C(CC(C)(C)CCS[*])=O,6.00,,,,,,298.15,,dft,8.481982121,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC1(C)COC(=O)OC1,RER,FALSE,[*]CC(C)(C)COC(=O)O[*],6.00,,,,,,298.15,,dft,-10.78096692,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCC1(CC)COC(=O)OC1,RER,FALSE,[*]CC(CC)(CC)COC(=O)O[*],6.00,,,,,,298.15,,dft,-7.94845963,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(C)(COC(=O)O[*])c1ccccc1,6.00,,,,,,298.15,,dft,-11.592997,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
CCC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(CC)(COC(=O)O[*])c1ccccc1,6.00,,,,,,298.15,,dft,1.619230023,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,6.00,,,,,,298.15,,dft,20.73346192,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1SCCSC1(C)C,RER,FALSE,[*]C(C(C)(C)SCCS[*])=S,6.00,,,,,,298.15,,dft,14.59259161,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C(C(C)(C)S1)SC(C)(C)C1=S,RER,FALSE,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,6.00,,,,,,298.15,,dft,49.12576204,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1SCCCO1,RER,FALSE,S=C([*])OCCCS[*],6.00,,,,,,298.15,,dft,-2.342048508,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
S=C1OCCCO1,RER,FALSE,S=C([*])OCCCO[*],6.00,,,,,,298.15,,dft,-14.22822233,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,6.00,,,,,,298.15,,dft,-15.20253844,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,6.00,,,,,,298.15,,dft,6.483185511,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,6.00,,,,,,298.15,,dft,-1.741421799,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],6.00,,,,,,298.15,,dft,-17.30914532,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],6.00,,,,,,298.15,,dft,-5.554922813,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],6.00,,,,,,298.15,,dft,4.539989888,,,,2023,10.1021/acs.jpca.6c05870,,,,,,,,,,,,
