monomer_smiles,polymerisation_type,is_experimental,polymer_smiles,repeating_units,initiator_smiles,solvent,solvent_model,monomer_state,polymer_state,temperature,pressure,method,delta_h,delta_s,ceiling_temperature,delta_g,date,doi,url,comp_functional,comp_basis_set,comp_dispersion,comp_forcefield,comment,initial_monomer_conc,bulk_monomer_conc,dispersity,degree_of_polymerisation,number_average_molar_mass,mass_average_molar_mass
O=C(OC)CCCCC1SSCC1,RER,FALSE,O=C(OC)CCCCC(CCS[*])S[*],3.00,,,,,,298.15,,dft,-2.276168213,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CC1(C)COC(=O)OC1,RER,FALSE,[*]CC(C)(C)COC(=O)O[*],3.00,,,,,,298.15,,dft,-10.07935236,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CCC1(CC)COC(=O)OC1,RER,FALSE,[*]CC(CC)(CC)COC(=O)O[*],3.00,,,,,,298.15,,dft,-6.778891894,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(C)(COC(=O)O[*])c1ccccc1,3.00,,,,,,298.15,,dft,-13.81733726,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CCC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(CC)(COC(=O)O[*])c1ccccc1,3.00,,,,,,298.15,,dft,-0.698954629,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
O=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]CCSC(C1=CC=CC=C1)C(S[*])=O,3.00,,,,,,298.15,,dft,6.488528096,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CC(=O)OC1CC(=O)OC(C)C1,RER,FALSE,[*]OC(C)CC(CC([*])=O)OC(C)=O,3.00,,,,,,298.15,,dft,2.805601428,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,3.00,,,,,,298.15,,dft,-6.261756449,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C1SCCSC1C,RER,FALSE,[*]C(C(C)SCCS[*])=S,3.00,,,,,,298.15,,dft,2.757849699,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C1SCCSC1(C)C,RER,FALSE,[*]C(C(C)(C)SCCS[*])=S,3.00,,,,,,298.15,,dft,5.78574804,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C(C(C)(C)S1)SC(C)(C)C1=S,RER,FALSE,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,3.00,,,,,,298.15,,dft,26.94133165,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C1SCCCO1,RER,FALSE,S=C([*])OCCCS[*],3.00,,,,,,298.15,,dft,-11.99370944,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
S=C1OCCCO1,RER,FALSE,S=C([*])OCCCO[*],3.00,,,,,,298.15,,dft,-18.22424177,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CC1SC(=O)C(C)SC1=O,RER,FALSE,[*]SC(C)C(=O)SC(C)C([*])=O,3.00,,,,,,298.15,,dft,29.53577379,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,3.00,,,,,,298.15,,dft,-13.97934578,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,3.00,,,,,,298.15,,dft,-9.241213264,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,3.00,,,,,,298.15,,dft,-11.88134643,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],3.00,,,,,,298.15,,dft,-14.03284246,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],3.00,,,,,,298.15,,dft,-4.33837338,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],3.00,,,,,,298.15,,dft,-4.785052472,,,,2023,10.1021/acs.jpca.3c05870,,,,,,,,,,,,
CC1OCCOC1=O,RER,FALSE,[*]OCCOC(C)C([*])=O,4.00,,,,,,298.15,,dft,-10.75279868,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCC(C(C)C)OC(=O)C1,RER,FALSE,[*]OC(CCC(C)CC([*])=O)C(C)C,4.00,,,,,,298.15,,dft,8.046920075,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCOC(=O)C1,RER,FALSE,[*]OCCC(C)CC([*])=O,4.00,,,,,,298.15,,dft,3.439502406,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCO1,RER,FALSE,[*]OCCCC([*])=O,4.00,,,,,,298.15,,dft,-0.486138668,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCCC(=O)O1,RER,FALSE,[*]OC(C)CCCC([*])=O,4.00,,,,,,298.15,,dft,-13.04904261,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-6.283731864,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1COCCO1,RER,FALSE,[*]OCCOCC([*])=O,4.00,,,,,,298.15,,dft,4.007923926,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCO1,RER,FALSE,[*]OCCCCC([*])=O,4.00,,,,,,298.15,,dft,-23.81459703,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCCN1,RER,FALSE,[*]NCCCCCC([*])=O,4.00,,,,,,298.15,,dft,-16.73565293,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCCCN1,RER,FALSE,[*]NCCCCCCC([*])=O,4.00,,,,,,298.15,,dft,-7.467875002,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCCCCN1,RER,FALSE,[*]NCCCCCCCC([*])=O,4.00,,,,,,298.15,,dft,-25.26924393,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCCCCCCCCN1,RER,FALSE,[*]NCCCCCCCCCCCC([*])=O,4.00,,,,,,298.15,,dft,-7.482074848,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CC1,RER,FALSE,[*]CCC[*],4.00,,,,,,298.15,,dft,-80.70405051,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CO1,RER,FALSE,[*]CCO[*],4.00,,,,,,298.15,,dft,-87.90154793,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CCC1,RER,FALSE,[*]CCCC[*],4.00,,,,,,298.15,,dft,-83.77629971,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCO1,RER,FALSE,[*]OCCC([*])=O,4.00,,,,,,298.15,,dft,-67.41640473,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CCCC1,RER,FALSE,[*]CCCCC[*],4.00,,,,,,298.15,,dft,-7.007313591,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1SCCCC1,RER,FALSE,S=C([*])CCCCS[*],4.00,,,,,,298.15,,dft,-0.906514702,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1OCCCC1,RER,FALSE,S=C([*])CCCCO[*],4.00,,,,,,298.15,,dft,-15.49741271,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1N([H])CCCC1,RER,FALSE,O=C([*])CCCCN[*],4.00,,,,,,298.15,,dft,2.666517759,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1OCCCO1,RER,FALSE,O=C([*])OCCCO[*],4.00,,,,,,298.15,,dft,-22.27262695,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,O=C([*])OCCCN[*],4.00,,,,,,298.15,,dft,-18.83714474,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1OCCSC1,RER,FALSE,O=C([*])CSCCO[*],4.00,,,,,,298.15,,dft,-6.10158765,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1SCCSC1,RER,FALSE,S=C([*])CSCCS[*],4.00,,,,,,298.15,,dft,-1.539818465,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1SCCCC1(C)C,RER,FALSE,O=C([*])C(C)(C)CCCS[*],4.00,,,,,,298.15,,dft,5.126,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1SCCSC1,RER,FALSE,O=C([*])CSCCS[*],4.00,,,,,,298.15,,dft,-14.87378653,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CCCCS1,RER,FALSE,[*]CCCCC(=O)S[*],4.00,,,,,,298.15,,dft,3.353366043,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,[*]OCCCNC([*])=O,4.00,,,,,,298.15,,dft,-19.34593302,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CCCCC1,RER,FALSE,[*]CCCCCC[*],4.00,,,,,,298.15,,dft,9.303631449,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CCCCCC1,RER,FALSE,[*]CCCCCCC[*],4.00,,,,,,298.15,,dft,-10.22796667,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1CCCCCCC1,RER,FALSE,[*]CCCCCCCC[*],4.00,,,,,,298.15,,dft,-19.39271088,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1=CCCC1,RER,FALSE,[*]CCCCC=[*],4.00,,,,,,298.15,,dft,-8.267577357,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=S1(=O)CCCO1,RER,FALSE,[*]CCCS(=O)(=O)O[*],4.00,,,,,,298.15,,dft,-15.66670898,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CC1,RER,FALSE,[*]CC(C)C[*],4.00,,,,,,298.15,,dft,-76.18009596,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCC1,RER,FALSE,[*]CCC(C)C[*],4.00,,,,,,298.15,,dft,-71.3266188,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCCC1,RER,FALSE,[*]CCCC(C)C[*],4.00,,,,,,298.15,,dft,2.772601701,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCCCC1,RER,FALSE,[*]CC(C)CCCC[*],4.00,,,,,,298.15,,dft,15.08862801,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1(C)CCCC1,RER,FALSE,[*]CC(C)(C)CCC[*],4.00,,,,,,298.15,,dft,12.72820579,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1(C)CCCCC1,RER,FALSE,[*]CC(C)(CCCC[*])C,4.00,,,,,,298.15,,dft,29.97799281,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1CCCCCO1,RER,FALSE,[*]CCCCCC(=S)O[*],4.00,,,,,,298.15,,dft,-5.461991638,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1(C)SCCSC1=O,RER,FALSE,[*]CCSC(C)(C)C(=O)S[*],4.00,,,,,,298.15,,dft,-9.907043821,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1SCCSC1=O,RER,FALSE,[*]CCSC(C)C(=O)S[*],4.00,,,,,,298.15,,dft,-3.655677487,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1CCCOC1=O,RER,FALSE,[*]OCCCC(C)C([*])=O,4.00,,,,,,298.15,,dft,-24.19549237,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCC1CCCC(=O)O1,RER,FALSE,[*]OC(CC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-4.104394462,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-0.878754717,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-4.762329308,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-0.0676,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCCCCCCCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCCCCCCCC)CCCC([*])=O,4.00,,,,,,298.15,,dft,-9.853581061,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C=C1CCOC1=O,RER,FALSE,[*]OCCC(=C)C([*])=O,4.00,,,,,,298.15,,dft,-6.753660511,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C1=CCCC1,RER,FALSE,[*]CC=CCC[*],4.00,,,,,,298.15,,dft,1.590599001,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1SCCC(C)C1,RER,FALSE,[*]C(CC(C)CCS[*])=O,4.00,,,,,,298.15,,dft,5.189630304,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1SCCC(C)(C)C1,RER,FALSE,[*]C(CC(C)(C)CCS[*])=O,4.00,,,,,,298.15,,dft,15.72045307,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1SCCCC1C,RER,FALSE,O=C(C(C)CCC[*])S[*],4.00,,,,,,298.15,,dft,3.412125761,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1(C)COC(=O)OC1,RER,FALSE,[*]CC(C)(C)COC(=O)O[*],4.00,,,,,,298.15,,dft,-11.944881,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCC1(CC)COC(=O)OC1,RER,FALSE,[*]CC(CC)(CC)COC(=O)O[*],4.00,,,,,,298.15,,dft,-3.6278476,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(C)(COC(=O)O[*])c1ccccc1,4.00,,,,,,298.15,,dft,-13.50563381,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CCC2(c1ccccc1)COC(=O)OC2,RER,FALSE,[*]CC(CC)(COC(=O)O[*])c1ccccc1,4.00,,,,,,298.15,,dft,-0.585912777,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1SCCSC1C2=CC=CC=C2,RER,FALSE,[*]C(C(C1=CC=CC=C1)SCCS[*])=S,4.00,,,,,,298.15,,dft,9.656307991,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1SCCSC1(C)C,RER,FALSE,[*]C(C(C)(C)SCCS[*])=S,4.00,,,,,,298.15,,dft,4.792565957,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C(C(C)(C)S1)SC(C)(C)C1=S,RER,FALSE,[*]C(C(C)(C)SC(C(C)(C)S[*])=S)=S,4.00,,,,,,298.15,,dft,31.11589264,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1SCCCO1,RER,FALSE,S=C([*])OCCCS[*],4.00,,,,,,298.15,,dft,-11.41380236,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
S=C1OCCCO1,RER,FALSE,S=C([*])OCCCO[*],4.00,,,,,,298.15,,dft,-17.35509188,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,C=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,4.00,,,,,,298.15,,dft,-22.03334178,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,O=C(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,4.00,,,,,,298.15,,dft,-0.88264953,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
OC(CCCS1)CC2=C1C=CC([N+]([O-])=O)=C2,RER,FALSE,OC(CCCS[*])CC1=C([*])C=CC([N+]([O-])=O)=C1,4.00,,,,,,298.15,,dft,-11.04430634,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
O=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,O=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],4.00,,,,,,298.15,,dft,-17.40815085,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
C=C1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,C=C(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],4.00,,,,,,298.15,,dft,-14.34327132,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
OC1CC2=CC([N+]([O-])=O)=CC=C2SCCCC1,RER,FALSE,OC(CCCCS[*])CC1=CC([N+]([O-])=O)=CC=C1[*],4.00,,,,,,298.15,,dft,-8.108704054,,,,2023,10.1021/acs.jpca.4c05870,,,,,,,,,,,,
CC1OCCOC1=O,RER,FALSE,[*]OCCOC(C)C([*])=O,5.00,,,,,,298.15,,dft,-15.02317308,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCC(C(C)C)OC(=O)C1,RER,FALSE,[*]OC(CCC(C)CC([*])=O)C(C)C,5.00,,,,,,298.15,,dft,5.92479787,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCOC(=O)C1,RER,FALSE,[*]OCCC(C)CC([*])=O,5.00,,,,,,298.15,,dft,-0.339636737,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCO1,RER,FALSE,[*]OCCCC([*])=O,5.00,,,,,,298.15,,dft,0.739760867,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCCC(=O)O1,RER,FALSE,[*]OC(C)CCCC([*])=O,5.00,,,,,,298.15,,dft,-16.31028882,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1COCCO1,RER,FALSE,[*]OCCOCC([*])=O,5.00,,,,,,298.15,,dft,0.281553899,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCO1,RER,FALSE,[*]OCCCCC([*])=O,5.00,,,,,,298.15,,dft,-15.81772788,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCCN1,RER,FALSE,[*]NCCCCCC([*])=O,5.00,,,,,,298.15,,dft,-17.24872697,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCCCN1,RER,FALSE,[*]NCCCCCCC([*])=O,5.00,,,,,,298.15,,dft,-8.608686401,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCCCCN1,RER,FALSE,[*]NCCCCCCCC([*])=O,5.00,,,,,,298.15,,dft,-25.71595631,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCCCCCCCCN1,RER,FALSE,[*]NCCCCCCCCCCCC([*])=O,5.00,,,,,,298.15,,dft,-12.95315483,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CC1,RER,FALSE,[*]CCC[*],5.00,,,,,,298.15,,dft,-87.27074861,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CO1,RER,FALSE,[*]CCO[*],5.00,,,,,,298.15,,dft,-87.84665484,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCC1,RER,FALSE,[*]CCCC[*],5.00,,,,,,298.15,,dft,-83.95694087,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCO1,RER,FALSE,[*]OCCC([*])=O,5.00,,,,,,298.15,,dft,-70.03088211,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCCC1,RER,FALSE,[*]CCCCC[*],5.00,,,,,,298.15,,dft,-7.780150848,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCCC1,RER,FALSE,S=C([*])CCCCS[*],5.00,,,,,,298.15,,dft,-4.767364529,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1OCCCC1,RER,FALSE,S=C([*])CCCCO[*],5.00,,,,,,298.15,,dft,-0.116126573,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1N([H])CCCC1,RER,FALSE,O=C([*])CCCCN[*],5.00,,,,,,298.15,,dft,10.39476152,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1OCCCO1,RER,FALSE,O=C([*])OCCCO[*],5.00,,,,,,298.15,,dft,-21.18165286,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,O=C([*])OCCCN[*],5.00,,,,,,298.15,,dft,-16.58803255,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1OCCSC1,RER,FALSE,O=C([*])CSCCO[*],5.00,,,,,,298.15,,dft,1.4560203,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1SCCSC1,RER,FALSE,S=C([*])CSCCS[*],5.00,,,,,,298.15,,dft,9.037088134,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1SCCCC1(C)C,RER,FALSE,O=C([*])C(C)(C)CCCS[*],5.00,,,,,,298.15,,dft,-5.636,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1SCCSC1,RER,FALSE,O=C([*])CSCCS[*],5.00,,,,,,298.15,,dft,0.701729401,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1CCCCS1,RER,FALSE,[*]CCCCC(=O)S[*],5.00,,,,,,298.15,,dft,-6.071564212,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCOC1,RER,FALSE,[*]CCCCO[*],5.00,,,,,,298.15,,dft,5.309380425,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1NCCCO1,RER,FALSE,[*]OCCCNC([*])=O,5.00,,,,,,298.15,,dft,-15.6907,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCCCC1,RER,FALSE,[*]CCCCCC[*],5.00,,,,,,298.15,,dft,10.08117315,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCCCCC1,RER,FALSE,[*]CCCCCCC[*],5.00,,,,,,298.15,,dft,-15.46561841,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1CCCCCCC1,RER,FALSE,[*]CCCCCCCC[*],5.00,,,,,,298.15,,dft,-19.29645588,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
C1=CCCC1,RER,FALSE,[*]CCCCC=[*],5.00,,,,,,298.15,,dft,-7.348657438,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=S1(=O)CCCO1,RER,FALSE,[*]CCCS(=O)(=O)O[*],5.00,,,,,,298.15,,dft,-15.09010852,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCOC1,RER,FALSE,[*]OCC(C)CC[*],5.00,,,,,,298.15,,dft,3.8842,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CC1,RER,FALSE,[*]CC(C)C[*],5.00,,,,,,298.15,,dft,-74.97073132,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCC1,RER,FALSE,[*]CCC(C)C[*],5.00,,,,,,298.15,,dft,-74.44854241,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCCC1,RER,FALSE,[*]CCCC(C)C[*],5.00,,,,,,298.15,,dft,0.58801081,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCCCC1,RER,FALSE,[*]CC(C)CCCC[*],5.00,,,,,,298.15,,dft,21.0243825,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1(C)CC1,RER,FALSE,[*]CC(C)(C)C[*],5.00,,,,,,298.15,,dft,-63.5806,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1(C)CCCCC1,RER,FALSE,[*]CC(C)(CCCC[*])C,5.00,,,,,,298.15,,dft,30.32821801,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
S=C1CCCCCO1,RER,FALSE,[*]CCCCCC(=S)O[*],5.00,,,,,,298.15,,dft,-15.8349,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
O=C1OCCCCCC1,RER,FALSE,O=C(CCCCCCO[*])[*],5.00,,,,,,298.15,,dft,-12.13888838,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1(C)SCCSC1=O,RER,FALSE,[*]CCSC(C)(C)C(=O)S[*],5.00,,,,,,298.15,,dft,-9.370968395,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1SCCSC1=O,RER,FALSE,[*]CCSC(C)C(=O)S[*],5.00,,,,,,298.15,,dft,0.032691729,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCCOC1=O,RER,FALSE,[*]OCCCC(C)C([*])=O,5.00,,,,,,298.15,,dft,-18.32158566,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CC1CCC(=O)OC1,RER,FALSE,[*]OCC(C)CCC([*])=O,5.00,,,,,,298.15,,dft,4.474823968,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCC1CCCC(=O)O1,RER,FALSE,[*]OC(CC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-4.63749208,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
CCCC1CCCC(=O)O1,RER,FALSE,[*]OC(CCC)CCCC([*])=O,5.00,,,,,,298.15,,dft,-8.390863706,,,,2023,10.1021/acs.jpca.5c05870,,,,,,,,,,,,
