monomer_smiles,polymerisation_type,doi,medium,solvent,initiator_smiles,polymer_smiles,temperature,repeating_units,delta_h
O=C1CCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCC([*])=O,298.15,3.0,1.833305271
O=C1CCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCC([*])=O,298.15,4.0,-0.486138668
O=C1CCCO1,RER,10.1021/acs.jpca.3c05870,gas,,,[*]OCCCC([*])=O,298.15,5.0,0.739760867
